quarter_end,municipal_decline,pred_prob,pred_decline,RET_mean,RET_std,RET_max,abs_RET_mean,abs_RET_max,abs_exceed_sum,upper_exceed_sum,lower_exceed_sum,abs_extreme_score_mean,upper_extreme_score_mean,lower_extreme_score_mean,log_volume_mean,log_volume_std,log_volume_max,rel_spread_mean,rel_spread_max,days_in_quarter,high_spread_ratio,low_volume_ratio,high_volume_ratio,abs_exceed_ratio,upper_exceed_ratio,lower_exceed_ratio,abs_mean_excess,abs_max_excess,abs_var,abs_es_q,upper_mean_excess,upper_max_excess,upper_var,upper_es_q,lower_mean_excess,lower_max_excess,lower_var,lower_es_q
1990-03-31,0,0.07138229341762652,0,0.0017078571428571427,0.015968343211832454,0.053254,0.011852142857142858,0.053254,1,1,1,0.014650670899345249,0.007874662213592933,0.013239774794802352,13.92102200867801,0.34713578812924445,14.745507331449602,0.0,0.0,63,0.0,0.4126984126984127,0.0,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.0017913999999999916,0.0017913999999999916,0.4532066626538327,0.08603881204433356,0.013605999999999965,0.013605999999999965,0.2854570960744917,0.12439610012186864,0.003461800000000001,0.003461800000000001,0.2926245388109647,0.1419844661638972
1990-06-30,0,0.07416181589667586,0,0.000915142857142857,0.011972195089182944,0.026738,0.009571587301587301,0.030303,0,0,0,0.0,0.0,0.0,13.838297146346784,0.3414687097931439,14.586729736393398,0.0,0.0,63,0.0,0.5238095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.4532066626538327,0.08603881204433356,0.0,0.0,0.2854570960744917,0.12439610012186864,0.0,0.0,0.2926245388109647,0.1419844661638972
1990-09-30,0,0.0624948166091215,0,-0.003865142857142857,0.01800818144698819,0.046823,0.014119047619047618,0.046875,0,1,2,0.0,0.010681178788489804,0.021218136482613986,13.892438666153952,0.4545294422169261,14.86675202472001,0.0,0.0,63,0.0,0.49206349206349204,0.0,0.0,0.015873015873015872,0.031746031746031744,0.0,0.0,0.4532066626538327,0.08603881204433356,0.007174999999999959,0.007174999999999959,0.2854570960744917,0.12439610012186864,0.008167300000000002,0.009990800000000001,0.2926245388109647,0.1419844661638972
1990-12-31,0,0.061350936540586584,0,-0.0003200937499999999,0.01971742802677549,0.041237,0.015588781250000001,0.05,0,1,2,0.0,0.014225647529084338,0.019315557887557882,13.89594551868235,0.465066510623335,14.839651064718172,0.0,0.0,64,0.0,0.421875,0.0,0.0,0.015625,0.03125,0.0,0.0,0.4532066626538327,0.08603881204433356,0.0015889999999999654,0.0015889999999999654,0.2854570960744917,0.12439610012186864,0.010075300000000002,0.013115800000000004,0.2926245388109647,0.1419844661638972
1991-03-31,0,0.06625383364740635,0,0.0019618688524590164,0.02264710262592503,0.054475,0.01739944262295082,0.054475,2,6,1,0.030291478849014737,0.06125138846558537,0.011894963184458584,14.099947437432666,0.4797606052218777,15.453380618786277,0.0,0.0,61,0.0,0.39344262295081966,0.0,0.03278688524590164,0.09836065573770492,0.01639344262295082,0.0018163999999999889,0.0030123999999999915,0.4532066626538327,0.08603881204433356,0.009229833333333297,0.014826999999999965,0.2854570960744917,0.12439610012186864,0.006304799999999999,0.006304799999999999,0.2926245388109647,0.1419844661638972
1991-06-30,0,0.04634868035688101,0,0.0016507343749999999,0.024182359498125434,0.052448,0.018664359375,0.065292,4,5,3,0.048675032938970166,0.04672910856028187,0.023945216739227608,14.053574901669085,0.4248085868440562,15.311959151500076,0.0,0.0,64,0.0,0.3125,0.0,0.0625,0.078125,0.046875,0.007129149999999992,0.013829399999999992,0.4532066626538327,0.08603881204433356,0.009884599999999962,0.012799999999999964,0.2854570960744917,0.12439610012186864,0.019378133333333335,0.028407800000000004,0.2926245388109647,0.1419844661638972
1991-09-30,0,0.03521927219331596,0,-0.001046046875,0.016973534980313516,0.06383,0.011989578125,0.06383,1,1,1,0.009509069976900594,0.005057735372638191,0.008362860987593146,13.962778175276613,0.40766059233671403,15.269019777508957,0.0,0.0,64,0.0,0.421875,0.0,0.015625,0.015625,0.015625,0.012367399999999987,0.012367399999999987,0.4532066626538327,0.08603881204433356,0.02418199999999996,0.02418199999999996,0.2854570960744917,0.12439610012186864,0.013115800000000004,0.013115800000000004,0.2926245388109647,0.1419844661638972
1991-12-31,0,0.04462728249681362,0,-0.0035900625,0.02274155190072073,0.059091,0.0179991875,0.066667,2,2,4,0.019956718294871667,0.015311061872418718,0.0396588374651856,14.178991530674184,0.4585155814258669,15.254729619504937,0.0,0.0,64,0.0,0.21875,0.0,0.03125,0.03125,0.0625,0.01141639999999999,0.015204399999999993,0.4532066626538327,0.08603881204433356,0.014612499999999962,0.01944299999999996,0.2854570960744917,0.12439610012186864,0.0119158,0.029782800000000005,0.2926245388109647,0.1419844661638972
1992-03-31,0,0.03032553541710071,0,0.004262936507936508,0.02465910218512728,0.073593,0.01884573015873016,0.073593,2,6,1,0.014856748186248955,0.05528350697237134,0.009552526668125566,14.2756584441583,0.45698481345511405,15.332263062863474,0.0,0.0,63,0.0,0.19047619047619047,0.0,0.031746031746031744,0.09523809523809523,0.015873015873015872,0.020353399999999994,0.022130399999999995,0.4532066626538327,0.08603881204433356,0.014544166666666629,0.03394499999999997,0.2854570960744917,0.12439610012186864,0.010388800000000004,0.010388800000000004,0.2926245388109647,0.1419844661638972
1992-06-30,0,0.06512241552641057,0,0.003298603174603175,0.021609227927677388,0.059561,0.015570095238095239,0.064897,3,4,2,0.034811590393163235,0.035997400342169375,0.012103217621446496,14.436877638360091,0.5378178283669638,16.644196078646402,0.0,0.0,63,0.0,0.07936507936507936,0.0,0.047619047619047616,0.06349206349206349,0.031746031746031744,0.008015733333333322,0.013434399999999985,0.4532066626538327,0.08603881204433356,0.011549749999999963,0.019912999999999965,0.2854570960744917,0.12439610012186864,0.022552799999999998,0.028012799999999997,0.2926245388109647,0.1419844661638972
1992-09-30,0,0.15077672014741839,0,-0.004550453125,0.019327965402518247,0.037618,0.015425921875,0.047923,0,0,3,0.0,0.0,0.03431333961743527,14.477981020002666,0.4542581859043781,15.593661347734708,0.0,0.0,64,0.0,0.0625,0.0,0.0,0.0,0.046875,0.0,0.0,0.4532066626538327,0.08603881204433356,0.0,0.0,0.2854570960744917,0.12439610012186864,0.006581466666666667,0.011038800000000001,0.2926245388109647,0.1419844661638972
1992-12-31,0,0.04669490125767516,0,0.00038539062499999994,0.021437937884734897,0.060484,0.016529640625,0.060484,2,3,2,0.02368977337846675,0.026288624623101643,0.023553837482517208,14.578231050700568,0.40092385752570253,15.574626477004308,0.00766321300022856,0.011516314779270634,64,0.0,0.03125,0.0,0.03125,0.046875,0.03125,0.006676399999999992,0.009021399999999992,0.4532066626538327,0.08603881204433356,0.013116999999999964,0.020835999999999966,0.2854570960744917,0.12439610012186864,0.007199300000000002,0.014397800000000002,0.2926245388109647,0.1419844661638972
1993-03-31,0,0.06030619229977398,0,0.002771290322580645,0.019969301188251878,0.046823,0.015886193548387096,0.049231,0,1,2,0.0,0.01085345586572351,0.01816392260434811,14.66400461499666,0.5142648599872336,16.239817674162794,0.005975950396303186,0.012861736334405145,62,0.0,0.03225806451612903,0.0,0.0,0.016129032258064516,0.03225806451612903,0.0,0.0,0.4532066626538327,0.08603881204433356,0.007174999999999959,0.007174999999999959,0.2854570960744917,0.12439610012186864,0.0119248,0.012346799999999998,0.2926245388109647,0.1419844661638972
1993-06-30,0,0.06086317557414243,0,0.0028922380952380953,0.017252240098321676,0.049536,0.01378347619047619,0.049536,0,2,0,0.0,0.01915019461782292,0.0,14.4533081832324,0.3727046628872961,15.513875045557942,0.005585811283043104,0.012658227848101266,63,0.0,0.031746031746031744,0.0,0.0,0.031746031746031744,0.0,0.0,0.0,0.4532066626538327,0.08603881204433356,0.00939199999999996,0.00988799999999996,0.2854570960744917,0.12439610012186864,0.0,0.0,0.2926245388109647,0.1419844661638972
1993-09-30,0,0.050306566685104734,0,-0.0007417499999999999,0.01945513104800988,0.05042,0.015283125,0.05042,0,1,2,0.0,0.008822141470902843,0.019028375614795905,14.450036892511726,0.4204705847469729,15.875195848772528,0.005212747744277053,0.013531799729364006,64,0.0,0.03125,0.0,0.0,0.015625,0.03125,0.0,0.0,0.4532066626538327,0.08603881204433356,0.010771999999999962,0.010771999999999962,0.2854570960744917,0.12439610012186864,0.010181799999999998,0.011548799999999998,0.2926245388109647,0.1419844661638972
1993-12-31,0,0.045887663867974,0,0.004480375,0.016581919789959033,0.051414,0.0130593125,0.051414,0,2,0,0.0,0.019777539831622032,0.0,14.588287464003267,0.5167498369082815,15.533749420967,0.005490102693067412,0.01455604075691412,64,0.0,0.0625,0.0,0.0,0.03125,0.0,0.0,0.0,0.4532066626538327,0.08603881204433356,0.008725499999999962,0.011765999999999964,0.2854570960744917,0.12439610012186864,0.0,0.0,0.2926245388109647,0.1419844661638972
1994-03-31,0,0.1266675496929165,0,-0.00010196825396825387,0.016764013090611738,0.04086,0.01349047619047619,0.04086,0,1,0,0.0,0.014771657077978978,0.0,14.752333034189624,0.3772102798880836,15.865214410153195,0.0038114058363296365,0.009216589861751152,63,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.4532066626538327,0.08603881204433356,0.001211999999999963,0.001211999999999963,0.2854570960744917,0.12439610012186864,0.0,0.0,0.2926245388109647,0.1419844661638972
1994-06-30,0,0.09364142338879587,0,-0.0009123225806451611,0.01757921516252365,0.040909,0.013903419354838709,0.040909,0,1,1,0.0,0.014967037974317072,0.01404486542367562,14.674323689638603,0.3564545692559841,15.496245724754498,0.0048635858946852895,0.012033694344163659,62,0.0,0.0,0.0,0.0,0.016129032258064516,0.016129032258064516,0.0,0.0,0.4532066626538327,0.08603881204433356,0.0012609999999999635,0.0012609999999999635,0.2854570960744917,0.12439610012186864,0.0026168000000000025,0.0026168000000000025,0.2926245388109647,0.1419844661638972
1994-09-30,0,0.07590889388829783,0,-0.0008774687499999999,0.01728305228496177,0.046272,0.01275359375,0.046272,0,3,1,0.0,0.03541287315783756,0.013136758069187012,14.536597302439345,0.4350819770097916,15.530497328318683,0.005022348678232549,0.009950248756218905,64,0.0,0.0625,0.0,0.0,0.046875,0.015625,0.0,0.0,0.4532066626538327,0.08603881204433356,0.005058999999999964,0.006623999999999963,0.2854570960744917,0.12439610012186864,0.0033048000000000036,0.0033048000000000036,0.2926245388109647,0.1419844661638972
1994-12-31,0,0.03795990539559561,0,-0.0014,0.020713936600363317,0.054313,0.014902698412698413,0.08,2,1,2,0.019828978666135356,0.007516691454234724,0.014446949723849923,14.92941182832732,0.5455791590159488,16.73519302907802,0.004538239569273504,0.010221465076660987,63,0.0,0.015873015873015872,0.0,0.031746031746031744,0.015873015873015872,0.031746031746031744,0.01569389999999999,0.02853739999999999,0.4532066626538327,0.08603881204433356,0.014664999999999963,0.014664999999999963,0.2854570960744917,0.12439610012186864,0.024854800000000003,0.0431158,0.2926245388109647,0.1419844661638972
1995-03-31,0,0.15056382944344016,0,0.0009183968253968256,0.017297785936579622,0.040134,0.013196015873015873,0.049853,0,1,1,0.0,0.015417658815366638,0.008548245007493125,14.696977201712151,0.35306432282048644,15.635080052022687,0.004557058946101953,0.006666666666666667,63,0.0,0.0,0.0,0.0,0.015873015873015872,0.015873015873015872,0.0,0.0,0.4532066626538327,0.08603881204433356,0.0004859999999999656,0.0004859999999999656,0.2854570960744917,0.12439610012186864,0.012968800000000003,0.012968800000000003,0.2926245388109647,0.1419844661638972
1995-06-30,0,0.10683366585377008,0,0.001254761904761905,0.016805609708314743,0.051429,0.012865904761904762,0.051429,0,1,0,0.0,0.00855155719349302,0.0,14.615486773273112,0.39274569244232843,16.004254946591928,0.004039640872562729,0.008415147265077139,63,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.4532066626538327,0.08603881204433356,0.011780999999999965,0.011780999999999965,0.2854570960744917,0.12439610012186864,0.0,0.0,0.2926245388109647,0.1419844661638972
1995-09-30,0,0.06364838257854763,0,0.00020107936507936507,0.014456166539222234,0.038462,0.01133257142857143,0.038462,0,0,0,0.0,0.0,0.0,14.433097457527893,0.42308183215180284,15.492682256236222,0.0037003821800233516,0.010443864229765013,63,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.4532066626538327,0.08603881204433356,0.0,0.0,0.2854570960744917,0.12439610012186864,0.0,0.0,0.2926245388109647,0.1419844661638972
1995-12-31,0,0.03125062037055473,0,0.0021517619047619046,0.016474670318023292,0.039312,0.013082650793650794,0.039312,0,0,0,0.0,0.0,0.0,14.486720150208775,0.44105633688867923,15.858703096583248,0.004490459625884729,0.01904761904761905,63,0.015873015873015872,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.4532066626538327,0.08603881204433356,0.0,0.0,0.2854570960744917,0.12439610012186864,0.0,0.0,0.2926245388109647,0.1419844661638972
1996-03-31,0,0.05958197138554122,0,0.0003862698412698412,0.017752884132977223,0.055409,0.013785063492063493,0.055409,1,1,1,0.013359177762357448,0.0071703275163314045,0.010466619366802512,14.673040017749102,0.4359590877371421,16.018430110324633,0.004483959500716882,0.011947431302270013,63,0.0,0.015873015873015872,0.0,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.003946399999999989,0.003946399999999989,0.4532066626538327,0.08603881204433356,0.015760999999999963,0.015760999999999963,0.2854570960744917,0.12439610012186864,0.008353800000000002,0.008353800000000002,0.2926245388109647,0.1419844661638972
1996-06-30,0,0.07339024634067066,0,-6.436507936507947e-05,0.013073194547896393,0.053991,0.009609063492063492,0.053991,1,1,0,0.014188598666528324,0.007623019265405165,0.0,14.474516073003196,0.36151333925843143,15.520822491214476,0.004030103621295983,0.008849557522123894,63,0.0,0.031746031746031744,0.0,0.015873015873015872,0.015873015873015872,0.0,0.002528399999999986,0.002528399999999986,0.4532066626538327,0.08603881204433356,0.01434299999999996,0.01434299999999996,0.2854570960744917,0.12439610012186864,0.0,0.0,0.2926245388109647,0.1419844661638972
1996-09-30,0,0.07488832093476153,0,-0.00111553125,0.01610422619378514,0.042553,0.01256378125,0.042553,0,1,1,0.0,0.013199104019146401,0.014431141199916463,14.447046515174279,0.3667747436659006,15.225424028847238,0.004096104987790657,0.010282776349614395,64,0.0,0.078125,0.0,0.0,0.015625,0.015625,0.0,0.0,0.4532066626538327,0.08603881204433356,0.002904999999999963,0.002904999999999963,0.2854570960744917,0.12439610012186864,0.0014848000000000014,0.0014848000000000014,0.2926245388109647,0.1419844661638972
1996-12-31,0,0.0634368578878229,0,0.0025617812500000003,0.014796902855331553,0.045767,0.01085603125,0.045767,0,2,1,0.0,0.023126620816029335,0.014485236734156276,14.467822680024378,0.4662654446722948,15.483368687829236,0.004500081946412675,0.00997506234413965,64,0.0,0.09375,0.0,0.0,0.03125,0.015625,0.0,0.0,0.4532066626538327,0.08603881204433356,0.005359499999999965,0.006118999999999965,0.2854570960744917,0.12439610012186864,0.0014137999999999998,0.0014137999999999998,0.2926245388109647,0.1419844661638972
1997-03-31,0,0.10272842020909044,0,0.00014680327868852453,0.015340553908751876,0.049327,0.012248540983606556,0.049327,0,1,0,0.0,0.009749202944017116,0.0,14.87870883167641,0.38201799009064963,15.784453545734511,0.004854391259414661,0.013958125623130608,61,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.0,0.0,0.4532066626538327,0.08603881204433356,0.009678999999999965,0.009678999999999965,0.2854570960744917,0.12439610012186864,0.0,0.0,0.2926245388109647,0.1419844661638972
1997-06-30,0,0.0716356101710678,0,0.0003312656250000002,0.013466067107400803,0.039171,0.010203484375,0.039171,0,0,0,0.0,0.0,0.0,14.42652330053616,0.3249277975752841,15.119265618347416,0.0055155616149289745,0.011534025374855825,64,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.4532066626538327,0.08603881204433356,0.0,0.0,0.2854570960744917,0.12439610012186864,0.0,0.0,0.2926245388109647,0.1419844661638972
1997-09-30,0,0.129033994499859,0,0.00313009375,0.016911262896453835,0.041414,0.0136791875,0.041414,0,2,0,0.0,0.02952578619599532,0.0,14.77068953399678,0.30211809486544805,15.369414830016517,0.0046480749767137215,0.011299435028248588,64,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.4532066626538327,0.08603881204433356,0.000979499999999963,0.001765999999999962,0.2854570960744917,0.12439610012186864,0.0,0.0,0.2926245388109647,0.1419844661638972
1997-12-31,0,0.006048659058143638,0,-0.00029931250000000015,0.01842281397587465,0.045764,0.01446184375,0.059688,1,2,1,0.011079318179478527,0.022703616302427152,0.005744017236959223,14.600908888863268,0.3895896846999225,15.360751437613684,0.005983954838011987,0.0343980343980344,64,0.03125,0.015625,0.0,0.015625,0.03125,0.015625,0.008225399999999987,0.008225399999999987,0.4532066626538327,0.08603881204433356,0.0056949999999999605,0.006115999999999962,0.2854570960744917,0.12439610012186864,0.0228038,0.0228038,0.2926245388109647,0.1419844661638972
1998-03-31,0,0.08131833296008154,0,0.0020678524590163933,0.017638749706102623,0.044229,0.013413590163934426,0.044229,0,1,0,0.0,0.012631408007988893,0.0,14.767704592771734,0.28198034730868143,15.502446774590265,0.007948246041611007,0.017375400091449476,61,0.09836065573770492,0.0,0.0,0.0,0.01639344262295082,0.0,0.0,0.0,0.4532066626538327,0.08603881204433356,0.00458099999999996,0.00458099999999996,0.2854570960744917,0.12439610012186864,0.0,0.0,0.2926245388109647,0.1419844661638972
1998-06-30,0,0.0734483025996044,0,1.9634920634920558e-05,0.016450707910350363,0.039126,0.012938619047619048,0.039126,0,0,0,0.0,0.0,0.0,14.726925350151648,0.2839375619849769,15.472290348212006,0.010758618980881481,0.017781937295273748,63,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4532066626538327,0.08603881204433356,0.0,0.0,0.2854570960744917,0.12439610012186864,0.0,0.0,0.2926245388109647,0.1419844661638972
1998-09-30,0,0.04284637261522435,0,-0.002697703125,0.02300479068649645,0.053156,0.018320671875,0.053879,2,3,3,0.028518533471050912,0.030205414043137594,0.02496388906904972,14.735141580354702,0.3171794863674497,15.392652938726716,0.012510436534519115,0.020731042007637753,64,0.40625,0.0,0.0,0.03125,0.046875,0.046875,0.0020548999999999915,0.002416399999999992,0.4532066626538327,0.08603881204433356,0.008613666666666629,0.013507999999999964,0.2854570960744917,0.12439610012186864,0.013418800000000003,0.016994800000000004,0.2926245388109647,0.1419844661638972
1998-12-31,0,0.005119991868076373,0,0.00453471875,0.023050694683240256,0.074251,0.01824615625,0.074251,1,4,2,0.0067738098612532705,0.035416722126015564,0.01996638782097575,14.517055889471637,0.44123166135810954,15.421262084017735,0.010444889797804119,0.02332719459791283,64,0.265625,0.046875,0.0,0.015625,0.0625,0.03125,0.022788399999999986,0.022788399999999986,0.4532066626538327,0.08603881204433356,0.014326999999999963,0.03460299999999996,0.2854570960744917,0.12439610012186864,0.009057800000000001,0.009627799999999999,0.2926245388109647,0.1419844661638972
1999-03-31,0,0.003066865356204658,0,0.003573344262295082,0.023364400348168755,0.074941,0.017136491803278687,0.074941,4,5,1,0.051683632272025055,0.04619357713822391,0.00809934195858563,14.801104038060068,0.3664980273251862,15.865561908186969,0.011719344684093993,0.04472843450479233,61,0.06557377049180328,0.0,0.0,0.06557377049180328,0.08196721311475409,0.01639344262295082,0.007550899999999987,0.023478399999999983,0.4532066626538327,0.08603881204433356,0.014465799999999963,0.035292999999999956,0.2854570960744917,0.12439610012186864,0.0150548,0.0150548,0.2926245388109647,0.1419844661638972
1999-06-30,0,0.030413690044068718,0,-0.0012329523809523808,0.023543326586439744,0.052632,0.019009142857142856,0.052632,1,4,3,0.01505850969772381,0.05015779244709443,0.02676347532950826,14.770631827898269,0.34538473239456924,15.778825503833444,0.005717924033122792,0.025660377358490565,63,0.015873015873015872,0.0,0.0,0.015873015873015872,0.06349206349206349,0.047619047619047616,0.0011693999999999871,0.0011693999999999871,0.4532066626538327,0.08603881204433356,0.005123499999999961,0.01298399999999996,0.2854570960744917,0.12439610012186864,0.012009466666666668,0.013782799999999998,0.2926245388109647,0.1419844661638972
1999-09-30,0,0.008013035721218822,0,-0.0004111874999999999,0.02035032634259215,0.059856,0.01594790625,0.059856,1,2,2,0.011008257404197997,0.017669146592330882,0.024917782118832964,14.45790074936265,0.29467158076235017,15.226936703517147,0.007946332406223316,0.03110704483074108,64,0.015625,0.03125,0.0,0.015625,0.03125,0.03125,0.008393399999999988,0.008393399999999988,0.4532066626538327,0.08603881204433356,0.012593499999999962,0.020207999999999962,0.2854570960744917,0.12439610012186864,0.0045838000000000025,0.0071038,0.2926245388109647,0.1419844661638972
1999-12-31,0,0.00041889708019557603,0,0.00256840625,0.020297572573389752,0.05026,0.0155709375,0.050654,0,3,2,0.0,0.03381816618952969,0.01893162417507121,14.605396707049405,0.4205520656565847,15.472309232506882,0.008597907505565088,0.06896551724137931,64,0.03125,0.03125,0.0,0.0,0.046875,0.03125,0.0,0.0,0.4532066626538327,0.08603881204433356,0.0063556666666666276,0.010611999999999962,0.2854570960744917,0.12439610012186864,0.0105583,0.013769799999999999,0.2926245388109647,0.1419844661638972
2000-03-31,0,0.013626046156828525,0,0.002556079365079365,0.028084725575566693,0.076923,0.02146036507936508,0.076923,5,7,5,0.051554487152672086,0.04947228460953989,0.05972212544611358,15.123495055327552,0.3682963108918624,16.281692998753996,0.009946791299422398,0.030719482619240096,63,0.2222222222222222,0.0,0.0,0.07936507936507936,0.1111111111111111,0.07936507936507936,0.011911399999999989,0.025460399999999994,0.4532066626538327,0.08603881204433356,0.018839714285714248,0.03727499999999997,0.2854570960744917,0.12439610012186864,0.005897400000000002,0.009872800000000001,0.2926245388109647,0.1419844661638972
2000-06-30,0,0.011402323762769144,0,-0.005122174603174603,0.028271832042112328,0.04173,0.021998492063492064,0.109993,3,2,7,0.024017160070312127,0.029254448127292308,0.06471181430007034,15.654644827373803,0.6543571731812978,17.329601798267163,0.009578368662024814,0.025801695539992626,63,0.15873015873015872,0.0,0.015873015873015872,0.047619047619047616,0.031746031746031744,0.1111111111111111,0.026657066666666656,0.05853039999999998,0.4532066626538327,0.08603881204433356,0.0013999999999999638,0.002081999999999966,0.2854570960744917,0.12439610012186864,0.02034651428571429,0.0731088,0.2926245388109647,0.1419844661638972
2000-09-30,0,0.11135942241614231,0,0.0021232857142857143,0.020162665038765036,0.057117,0.01635779365079365,0.057117,1,3,0,0.012453550852791914,0.03165471062889215,0.0,14.64326800997107,0.2646867855962836,15.510355227340243,0.0029646025302942085,0.007333682556312206,63,0.0,0.0,0.0,0.015873015873015872,0.047619047619047616,0.0,0.00565439999999999,0.00565439999999999,0.4532066626538327,0.08603881204433356,0.008644333333333296,0.017468999999999964,0.2854570960744917,0.12439610012186864,0.0,0.0,0.2926245388109647,0.1419844661638972
2000-12-31,0,0.0005159348267024628,0,-0.003333206349206349,0.0282011294209651,0.069079,0.022461396825396825,0.077181,5,3,6,0.04875664396734775,0.017644088189631722,0.061008390248810225,14.795266978156441,0.3652966522479174,15.549040628287853,0.017341003947125073,0.0594059405940594,63,0.746031746031746,0.015873015873015872,0.0,0.07936507936507936,0.047619047619047616,0.09523809523809523,0.013600799999999991,0.02571839999999999,0.4532066626538327,0.08603881204433356,0.021525666666666627,0.029430999999999964,0.2854570960744917,0.12439610012186864,0.01373296666666667,0.0402968,0.2926245388109647,0.1419844661638972
2001-03-31,0,0.033795402749659226,0,0.0007171612903225807,0.024037959480237896,0.054374,0.020402032258064515,0.054705,2,4,1,0.028165724944515323,0.04095823271338949,0.00714051383583155,14.946462557395366,0.32961851950750837,15.660099798927119,0.017054353619496584,0.0261875179202905,62,0.8225806451612904,0.0,0.0,0.03225806451612903,0.06451612903225806,0.016129032258064516,0.0030768999999999866,0.0032423999999999856,0.4532066626538327,0.08603881204433356,0.009046499999999963,0.014725999999999961,0.2854570960744917,0.12439610012186864,0.017820799999999998,0.017820799999999998,0.2926245388109647,0.1419844661638972
2001-06-30,0,0.023508961135212444,0,0.003720714285714286,0.017160086260431143,0.059109,0.012671539682539682,0.059109,1,2,0,0.011509426343533276,0.015808162245486278,0.0,14.65024442950152,0.30556666615405886,15.317764292879634,0.01096875177645417,0.02294792586054717,63,0.4603174603174603,0.0,0.0,0.015873015873015872,0.031746031746031744,0.0,0.007646399999999991,0.007646399999999991,0.4532066626538327,0.08603881204433356,0.014339999999999964,0.019460999999999964,0.2854570960744917,0.12439610012186864,0.0,0.0,0.2926245388109647,0.1419844661638972
2001-09-30,0,0.008515229217586531,0,-0.006290389830508474,0.028839377029486277,0.074037,0.019382118644067796,0.135324,4,3,5,0.03317995815933465,0.031994187780782044,0.034845895254687426,14.726628104753557,0.46846944311875577,15.93518203893425,0.004281210091971785,0.013392857142857298,59,0.0,0.01694915254237288,0.0,0.06779661016949153,0.05084745762711865,0.0847457627118644,0.03090989999999999,0.08386139999999999,0.4532066626538327,0.08603881204433356,0.013626666666666632,0.03438899999999997,0.2854570960744917,0.12439610012186864,0.0327666,0.0984398,0.2926245388109647,0.1419844661638972
2001-12-31,0,0.07057088837583429,0,0.002384953125,0.02307584862490809,0.06062,0.018809890625,0.06062,3,4,1,0.03724653227456888,0.03767504809304977,0.006073967000608867,14.776106603560423,0.3487431056765472,15.969897337264687,0.005119471510294019,0.011840038661350777,64,0.0,0.015625,0.0,0.046875,0.0625,0.015625,0.005688399999999989,0.00915739999999999,0.4532066626538327,0.08603881204433356,0.010860499999999964,0.020971999999999963,0.2854570960744917,0.12439610012186864,0.0212658,0.0212658,0.2926245388109647,0.1419844661638972
2002-03-31,0,0.060530062689104124,0,0.0039889,0.0194573363696062,0.067855,0.014696766666666666,0.067855,1,4,0,0.008835667371937887,0.04307592773026076,0.0,15.188483728934322,0.4835638560621579,16.459967639784605,0.007153062966832334,0.011297114100852506,60,0.0,0.0,0.0,0.016666666666666666,0.06666666666666667,0.0,0.016392399999999988,0.016392399999999988,0.4532066626538327,0.08603881204433356,0.010561999999999962,0.02820699999999996,0.2854570960744917,0.12439610012186864,0.0,0.0,0.2926245388109647,0.1419844661638972
